open_nutrition_id,name_pl,alternate_names_pl
fd_vurIsNH5XtWB,Ser colby,"[""colby"", ""ser żółty colby""]"
fd_vvXAxNizeVbc,Limonka,"[""limonki"", ""limonka świeża""]"
fd_vvXoFmNwT9dZ,Sok jabłkowy bretoński,"[""sok jabłkowy z bretanii"", ""francuski sok jabłkowy"", ""sok z jabłek""]"
fd_vvYuT7mKfuuM,Biscuit z pastą serową pimento,"[""bułeczka z serem pimento"", ""biscuit serowy"", ""pasta pimento w bułce""]"
fd_vvxd9p0JjS6V,"Kukurydza cukrowa, gotowana","[""kukurydza gotowana"", ""kolba kukurydzy"", ""słodka kukurydza""]"
fd_vwIWC0hsnbyP,Queso frito,"[""smażony ser"", ""ser smażony na patelni"", ""serek smażony po karaibsku""]"
fd_vwXrBmcLuEMU,"Karczochy z puszki, odsączone","[""karczochy konserwowe"", ""serca karczochów z puszki"", ""karczoch z puszki""]"
fd_vwxSf7UqhIeu,"Wiśnie Bing, suszone","[""suszone czereśnie bing"", ""suszone czereśnie"", ""czereśnie bing suszone""]"
fd_vxb4R043EaQg,"Łopatka wieprzowa z kością, surowa","[""łopatka z kością"", ""surowa łopatka wieprzowa"", ""wieprzowina łopatka""]"
fd_vxfWMC7yAI00,Peka,"[""ispod peke"", ""mięso spod dzwonu"", ""chorwacka peka""]"
fd_vy0PYnBc0UEM,Grillowana cobia,"[""cobia z grilla"", ""ryba cobia grillowana"", ""cobia""]"
fd_vysKZsQlW0mp,"Udziec z kurczaka bez skóry i kości, surowy","[""filet z udźca kurczaka"", ""udka bez kości"", ""mięso z udek kurczaka""]"
fd_vyt83A16jyKT,"Bekon z indyka, smażony","[""boczek z indyka"", ""bekon indyczy"", ""wędlina indycza smażona""]"
fd_vzL0RlWkbe0e,Podwójny cheeseburger,"[""double cheeseburger"", ""burger z podwójnym mięsem"", ""hamburger z serem podwójny""]"
fd_vzcFhXVZ0yac,Kumkwaty,"[""kumkwat"", ""mandarynki chińskie"", ""pomarańcze chińskie""]"
fd_vzdyiXaeMeTr,Jogurt naturalny light,"[""jogurt chudy naturalny"", ""jogurt bez cukru o obniżonej zawartości tłuszczu"", ""jogurt niesłodzony light""]"
fd_vzk3vAeGFqUi,Sos barbecue Kansas City,"[""sos bbq"", ""słodki sos barbecue"", ""sos do grilla""]"
fd_vzqDaVW2RRtC,Wołowina w sosie z czarnej fasoli,"[""wołowina po chińsku"", ""chińska wołowina z czarną fasolą"", ""wołowina stir-fry""]"
fd_w0EXcBTpitnp,Ser provolone,"[""provolone"", ""provolone w plastrach"", ""ser włoski provolone""]"
fd_w2FvZeyknwKi,Syrop do naleśników bez cukru,"[""syrop bez cukru"", ""syrop klonowy bez cukru"", ""syrop do pancakes""]"
fd_w2I6dZ4BNwHT,Jajka średnie,"[""jajka m"", ""jaja średnie"", ""jajo średnie""]"
fd_w2fP6Fgf06Li,"Szparagi z puszki, odsączone","[""szparagi konserwowe"", ""szparagi w puszce"", ""konserwa szparagowa""]"
fd_w2n7lSEomgiv,Lód z syropem,"[""kruszony lód z syropem"", ""skrobany lód"", ""śnieżna kula lodowa""]"
fd_w32Hh5ZP7Ut3,Ekstrakt waniliowy,"[""wyciąg z wanilii"", ""aromat waniliowy"", ""esencja waniliowa""]"
fd_w3gVPfYpXREX,Ser z konfiturą z pigwy,"[""queso y dulce"", ""ser z pastą z pigwy"", ""deser argentyński z serem""]"
fd_w3ssygpI0KD4,Pączek z waniliową polewą,"[""donut waniliowy"", ""pączek lukrowany"", ""oponka z polewą""]"
fd_w4HmD3hSNFzv,Ser pecorino romano,"[""pecorino"", ""pecorino romano"", ""ser owczy pecorino""]"
fd_w4bXSq2beZkj,Brigadeiro,"[""brazylijskie trufle czekoladowe"", ""kulki czekoladowe"", ""trufle z kajmaku""]"
fd_w5HUPYlSAKlu,Parmezan,"[""ser parmezan"", ""parmezan tarty"", ""parmigiano reggiano""]"
fd_w5UWhJgU0VRP,Grejpfrut czerwony Ruby Red,"[""grejpfrut czerwony"", ""grejpfrut""]"
fd_w5nMW8kfi7VH,"Spaghetti, gotowane","[""makaron spaghetti gotowany"", ""ugotowane spaghetti""]"
fd_w6dL5zzeZza6,Chipsy pita z solą morską,"[""chipsy z chleba pita"", ""pita chipsy solone"", ""chipsy pita""]"
fd_w6fECU4L4gO7,Granola żurawinowa niskotłuszczowa,"[""granola z żurawiną"", ""musli żurawinowe"", ""granola light""]"
fd_w7LzZQ0TfCJl,Kanapka z siekanym mostkiem wołowym,"[""kanapka z wołowiną bbq"", ""burger z mostkiem"", ""kanapka z wędzoną wołowiną""]"
fd_w7VCxDLl4XMN,Sos różowy,"[""sos pomidorowo-śmietanowy"", ""sos rosé"", ""sos pomidorowy ze śmietaną""]"
fd_w886GNp9FoYK,Sos hoisin,"[""hoisin"", ""chiński sos hoisin"", ""sos do kaczki hoisin""]"
fd_w8U20xg4wgrw,Sałatka caprese,"[""caprese"", ""sałatka z mozzarellą i pomidorami"", ""insalata caprese""]"
fd_w985GexQrWun,Roślinna pasta kanapkowa (zamiennik mięsa),"[""pasta wegańska"", ""pasta roślinna do kanapek"", ""smalec wegański""]"
fd_w9FhQR1sBPUz,Fasola smażona pikantna z puszki,"[""pikantna fasola smażona"", ""pasta z fasoli pikantna"", ""fasola po meksykańsku z puszki""]"
fd_w9IC6GTi1wvg,"Tuńczyk biały z puszki w wodzie, odsączony","[""tuńczyk w wodzie"", ""tuńczyk konserwowy"", ""albakora z puszki""]"
fd_w9Nudl0Vt8Tv,Miska owsianki,"[""owsianka"", ""porridge"", ""owsianka z dodatkami""]"
fd_wABMwhapJU1e,Mleko początkowe Enfamil,"[""enfamil"", ""mleko dla niemowląt enfamil"", ""preparat do początkowego żywienia enfamil""]"
fd_wAU9aJY3bgjk,"Kukurydza pastewna, gotowana","[""kukurydza zębiasta"", ""kukurydza gotowana"", ""ziarno kukurydzy gotowane""]"
fd_wAjSDJZV0BbK,Mini wafle ryżowe pomidorowo-bazyliowe,"[""wafle ryżowe pomidorowe"", ""małe wafle ryżowe"", ""wafelki ryżowe z bazylią""]"
fd_wArC6NT4VZOL,Somen,"[""makaron somen"", ""cienki makaron pszenny"", ""makaron japoński""]"
fd_wB0MqOUcPipW,Panques,"[""meksykańskie babeczki"", ""słodkie bułeczki meksykańskie"", ""pan dulce""]"
fd_wBFpbZJMo12N,Pstrąg tęczowy wędzony,"[""pstrąg wędzony"", ""wędzony pstrąg tęczowy"", ""ryba wędzona""]"
fd_wC9iGeef57KD,Ryż smażony z jajkiem,"[""smażony ryż"", ""ryż po chińsku"", ""ryż smażony z warzywami""]"
fd_wCy4rlW0mjTX,Ciasto czekoladowe z polewą fudge,"[""tort czekoladowy"", ""ciasto czekoladowe"", ""brownie z polewą""]"
fd_wCyBXX3iLlIC,Ravioli z dynią,"[""ravioli dyniowe"", ""makaron nadziewany dynią"", ""pierożki ravioli z dynią""]"
fd_wDuEogJ54YoE,Bułka ziemniaczana,"[""bułka z mąką ziemniaczaną"", ""bułeczka ziemniaczana"", ""pieczywo ziemniaczane""]"
fd_wEEzHf7S9cIT,Enchiladas z kurczakiem,"[""enchilada z kurczakiem"", ""meksykańskie enchiladas z kurczakiem"", ""placki enchiladas z kurczakiem""]"
fd_wEPGKFYVB2Hf,Margoog,"[""katarski gulasz z ciastem"", ""gulasz z mięsem i warzywami"", ""marqooq""]"
fd_wFVAMcmS9rp2,Linguiça,"[""kiełbasa portugalska"", ""kiełbasa brazylijska""]"
fd_wFXZ5AvtFF6Q,Bigotes,"[""meksykańskie ciastko drożdżowe"", ""słodka bułka wąsy"", ""pan dulce bigote""]"
fd_wFtJpbMJ3sZM,Mieszanka do ciastek bezglutenowa,"[""bezglutenowa mieszanka do pieczenia"", ""mix na ciastka bez glutenu"", ""proszek na ciastka bezglutenowe""]"
fd_wFwS2aaIhbvk,"Śledź bałtycki, surowy","[""śledź"", ""śledzie bałtyckie"", ""śledź surowy""]"
fd_wG8G5zVFmsdH,Mini sajgonki,"[""sajgonki"", ""małe sajgonki"", ""chińskie sajgonki"", ""przekąska sajgonki""]"
fd_wGbO1kf6tNC8,Ciorbă de burtă,"[""zupa flaczkowa rumuńska"", ""rumuńska zupa z flaków"", ""flaki po rumuńsku""]"
fd_wGealjxxnvip,Curry massaman z kurczakiem,"[""massaman"", ""tajskie curry z kurczakiem"", ""curry kokosowe z kurczakiem""]"
fd_wHNhSZykiehV,Franciacorta,"[""wino musujące włoskie"", ""franciacorta wino"", ""musujące franciacorta""]"
fd_wIbbke8wqFcI,"Udka z kurczaka z kością i skórą, surowe","[""podudzia kurczaka"", ""udo kurczaka ze skórą"", ""ćwiartki z kurczaka surowe""]"
fd_wJJg5CV0pzTB,Gruszka azjatycka,"[""gruszka nashi"", ""nashi"", ""gruszka japońska""]"
fd_wJKb5wwHdrYt,Semifreddo,"[""deser semifreddo"", ""włoski deser mrożony"", ""lody semifreddo""]"
fd_wJrc7IFuY2yH,Czerwone miso,"[""aka miso"", ""ciemna pasta miso"", ""pasta sojowa miso""]"
fd_wKSuVKHKneec,Fondue serowe z pieczarkami,"[""fondue serowe"", ""szwajcarskie fondue"", ""fondue z grzybami""]"
fd_wLAroC69QcON,"Rostbef, surowy","[""polędwica z rostbefu"", ""wołowina rostbef"", ""antrykot surowy""]"
fd_wM3IAj6zds6A,"Dżem śliwkowy, słodzony","[""powidła śliwkowe"", ""konfitura śliwkowa"", ""dżem ze śliwek""]"
fd_wM63kO5bwykN,Naleśnik z konfitowaną kaczką,"[""krepa z kaczką"", ""naleśnik z kaczką"", ""confit z kaczki w naleśniku""]"
fd_wMmziGqRKNHo,Farfalle,"[""makaron kokardki"", ""kokardki"", ""makaron farfalle""]"
fd_wNgJKwuSazva,Ogórki konserwowe,"[""ogórki kwaszone"", ""ogórki w zalewie"", ""pikle ogórkowe"", ""korniszony""]"
fd_wO0xRHWU4sxK,Enchiladas z sosem mole,"[""enchiladas"", ""tortille z sosem mole"", ""enchiladas z kurczakiem""]"
fd_wONR3Xk7TEYP,Sos chipotle,"[""sos z papryczek chipotle"", ""ostry sos chipotle"", ""chipotle""]"
fd_wOO9ikDnGs8X,Brie z mleka koziego,"[""kozie brie"", ""ser brie kozi"", ""brie kozie""]"
fd_wPwPGBRZr0T1,Sok z marakui,"[""sok z passiflory"", ""napój z marakui"", ""maracuya""]"
fd_wQIIDXOs1LdE,Gołąbki,"[""gołąbki z mięsem"", ""kapusta faszerowana"", ""liście kapusty z farszem""]"
fd_wQJgHQlIc1C3,"Pstrąg potokowy, surowy","[""pstrąg potokowy"", ""surowy pstrąg"", ""troć""]"
fd_wQa3Q2NlVDVJ,Rolka owocowa,"[""przekąska owocowa"", ""płatek owocowy"", ""suszony przecier owocowy""]"
fd_wQj9nkV031HD,"Pasternak, mrożony","[""pasternak"", ""mrożony pasternak"", ""korzeń pasternaku""]"
fd_wQvP7vYdgNrF,Oregano,"[""lebiodka"", ""oregano świeże"", ""zioła oregano""]"
fd_wQzrbBxewkEv,Zupa egusi z mięsem kozim,"[""egusi"", ""zupa z nasion melona"", ""nigeryjska zupa egusi""]"
fd_wR8WjAOYv6oF,Ptyś z bitą śmietaną,"[""ptysie"", ""ptyś z kremem"", ""eklerka z bitą śmietaną""]"
fd_wRBV9wgv7k2R,Ciastka imbirowe,"[""pierniczki imbirowe"", ""herbatniki imbirowe"", ""ciasteczka z imbirem""]"
fd_wRlBAXgn8lbY,Sos cezar,"[""dressing cezar"", ""sos do sałatki cezar"", ""sos caesar""]"
fd_wS5XZu6ZCckJ,Krakersy wodne z grubo mielonym pieprzem,"[""krakersy pieprzowe"", ""krakersy wodne"", ""suche krakersy z pieprzem""]"
fd_wSHSk5fwTXXW,Płatki śniadaniowe cynamonowe,"[""płatki cynamonowe"", ""płatki z cynamonem"", ""płatki zbożowe cynamonowe""]"
fd_wT00FP9rNxTB,Spekkoek,"[""lapis legit"", ""ciasto tysiąc warstw"", ""indonezyjskie ciasto warstwowe""]"
fd_wTo1kk3Qs0dp,"Ciasto cytrynowe, mrożone","[""mrożone ciasto cytrynowe"", ""placek cytrynowy mrożony""]"
fd_wU0fAlCGMd15,Mleko skondensowane bez laktozy,"[""mleko zagęszczone bez laktozy"", ""mleczko skondensowane bezlaktozowe"", ""mleko niesłodzone bez laktozy""]"
fd_wUrTPAnynd2A,Drożdżówka z pekanami,"[""bułeczka z orzechami pekan"", ""cynamonka z pekanami"", ""słodka bułka z pekanami""]"
fd_wUyMXoAIZTF8,"Zrazowa dolna wołowa, surowa","[""zrazowa dolna"", ""wołowina na pieczeń"", ""udziec wołowy"", ""mięso wołowe do pieczenia""]"
fd_wVGCaUfL91wA,Kanapka z bajgla z pastą z kurczaka,"[""bajgiel z kurczakiem"", ""bajgiel z pastą z kurczaka"", ""kanapka z kurczakiem""]"
fd_wWYmp6EAMJEF,"Surówka z kapusty z owocami, słodzona","[""surówka coleslaw z owocami"", ""coleslaw owocowy"", ""surówka z kapusty i owoców""]"
fd_wWmm94RV7kFg,Granola bezglutenowa,"[""granola bez glutenu"", ""musli bezglutenowe"", ""płatki granola bezglutenowe""]"
fd_wXcVUTD2Gsv5,Cukier klonowy,"[""cukier z syropu klonowego"", ""słodzik klonowy""]"
fd_wY40idCsaYfy,"Małże, surowe","[""małże świeże"", ""małże jadalne"", ""sercówki""]"
fd_wYL82vI0VjNJ,Śmietanka kremówka,"[""śmietana kremówka"", ""krem do ubijania"", ""śmietanka do ubijania""]"
fd_wYNPvEKaiGHO,Churros z kremem,"[""churros nadziewane"", ""churrosy z budyniem"", ""churros z kremem budyniowym""]"
fd_wYQdbHb1ZYBm,Pizza nadziewana z kurczakiem i sosem Alfredo,"[""pizza z kurczakiem i sosem alfredo"", ""pizza chicago z kurczakiem"", ""pizza alfredo""]"
fd_wYbPnQ1Mzlda,Pomidory bawole serce,"[""pomidory mięsiste"", ""pomidor wołowy"", ""duże pomidory""]"
fd_wZ9Jc9noe3c9,Pulpety z indyka w sosie,"[""klopsiki z indyka"", ""pulpety indycze"", ""mielone kulki z indyka""]"
fd_wZIuJnOXt8g2,Arayes z krewetkami,"[""arayes"", ""pita z krewetkami"", ""placki pita z krewetkami""]"
fd_wZnPe6R5lM2G,Krakersy owsiane,"[""herbatniki owsiane"", ""ciastka owsiane"", ""krakersy z owsem""]"
fd_wZofv2IILaiA,"Makaron fettuccine, gotowany","[""fettuccine"", ""makaron wstążki gotowany"", ""makaron gotowany fettuccine""]"
fd_waBz8qSoMDKV,Quiche,"[""tarta francuska"", ""quiche lorraine"", ""tarta z jajkiem""]"
fd_waWD1oXEtmWf,Lody kręcone,"[""lody włoskie"", ""lody z automatu"", ""lody w rożku""]"
fd_wb0rGuyRGjoN,Ciastko francuskie z malinami,"[""ciastko z malinami"", ""drożdżówka malinowa"", ""ciasto francuskie malinowe""]"
fd_wbkmgMgGIuAd,Rogaliki francuskie,"[""croissant"", ""rogalik maślany"", ""croissanty""]"
fd_wbqGRTLbOtlw,Półmisek surowych owoców morza,"[""talerz owoców morza"", ""ostrygi i małże na lodzie"", ""zimne owoce morza""]"
fd_wbrGUINOW7uh,Kak'ik,"[""gwatemalska zupa z indyka"", ""zupa majów z indyka"", ""kakik""]"
fd_wcUcL0bsCQCb,"Prażma, surowa","[""ryba sheepshead"", ""prażma surowa""]"
fd_wcWi9KH0bZaG,Scone klonowy,"[""scone z syropem klonowym"", ""bułeczka klonowa"", ""scone""]"
fd_wcnmnSwnhJwo,Baton granola z owocami i orzechami,"[""baton musli"", ""baton owsiany z bakaliami"", ""baton zbożowy""]"
fd_wcwx8sAuxhaY,Nugat bez orzechów,"[""nugat"", ""biały nugat"", ""nugat bezorzechowy""]"
fd_wdije8V6rg47,Inihaw na liempo,"[""grillowany boczek"", ""filipiński boczek z grilla"", ""boczek wieprzowy grillowany""]"
fd_wej4VAt2amss,Masas de puerco,"[""kubańska smażona wieprzowina"", ""kawałki wieprzowiny smażone"", ""wieprzowina po kubańsku""]"
fd_wfO1iMZarMX0,Naleśnik z cytryną i cukrem,"[""naleśnik z cukrem"", ""crepe z cytryną"", ""francuski naleśnik""]"
fd_wfeu9v8ijRf3,"Filet z labraksa bez skóry, surowy","[""labraks"", ""filet z labraksa"", ""filet z okonia morskiego""]"
fd_wgtr0hiI6FMj,Jogurt naturalny z mleka pełnego,"[""jogurt pełnotłusty"", ""jogurt naturalny niesłodzony"", ""jogurt pełnego mleka""]"
fd_whJJA6yPpqjK,Zupa z małży,"[""chowder z małżami"", ""kremowa zupa z małży"", ""zupa rybna z małżami""]"
fd_whJdALpbnYHb,"Sok z cytryny, imbiru i kurkumy","[""sok imbirowo-cytrynowy"", ""złoty sok"", ""sok z kurkumą""]"
fd_wiWEroNe5eec,Olej sezamowy,"[""oliwa sezamowa"", ""olej z sezamu"", ""olej sezamowy prażony""]"
fd_wikVb5Y3IDie,Empanadas,"[""empanada"", ""pierożki empanadas"", ""paszteciki empanadas""]"
fd_wk0j8ZS0R6t7,Oregano suszone,"[""oregano"", ""lebiodka"", ""przyprawa oregano""]"
fd_wk6iEKhfLcGa,"Tuńczyk żółtopłetwy, surowy","[""tuńczyk ahi"", ""surowy tuńczyk"", ""tuńczyk na sashimi""]"
fd_wkm8gH6uIcG3,Sos ostry z papryczek cayenne,"[""sos cayenne"", ""ostry sos"", ""sos z papryczek chili""]"
fd_wkuc7Qz1qTyi,Tajadas,"[""smażone plantany"", ""plastry plantana"", ""nikaraguańskie tajadas""]"
fd_wl7TAi5R6mEt,Ciasto na bułeczki cynamonowe z puszki,"[""bułeczki cynamonowe"", ""ciasto cynamonowe gotowe"", ""rolki cynamonowe""]"
fd_wlzzntW9CKEk,"Lasagne z serem, mrożona","[""lasagne mrożona"", ""lasagna serowa"", ""zapiekany makaron mrożony""]"
fd_wm4EFztO28UI,Krem custard bez cukru,"[""custard bez cukru"", ""deser jajeczno-mleczny bez cukru"", ""budyń bez cukru""]"
fd_wmbJYzw9d44I,Jogurt odtłuszczony,"[""jogurt 0%"", ""jogurt bez tłuszczu"", ""jogurt naturalny odtłuszczony""]"
fd_wmiU3XCok2Gv,Blodpudding (kaszanka z krwi),"[""szwedzka kaszanka"", ""kaszanka"", ""kiszka krwista""]"
fd_wnjVpcTfvtM3,Chipsy precelkowe czosnkowe,"[""chipsy z precli"", ""precelki czosnkowe"", ""chrupki precelkowe""]"
fd_wnmAUMafC88L,Masala chai,"[""chai"", ""herbata chai"", ""indyjska herbata z przyprawami"", ""herbata korzenna""]"
fd_wo8l9ytKAun9,Ciastka wegańskie,"[""ciastka bez jajek"", ""ciastka roślinne"", ""herbatniki wegańskie""]"
fd_woBHmrxEy7cy,Skagen z krewetkami,"[""sałatka z krewetek"", ""toast skagen"", ""szwedzka sałatka krewetkowa""]"
fd_woTw5aZggK0f,Anticuchos,"[""szaszłyki z serca wołowego"", ""peruwiańskie szaszłyki"", ""serce wołowe z grilla""]"
fd_wooS6sQiAOO1,Paneer butter masala,"[""paneer makhani"", ""paneer w sosie pomidorowym"", ""curry z paneerem""]"
fd_woqLGMz22MGv,Kanapka bánh mì,"[""banh mi"", ""wietnamska kanapka"", ""bagietka bánh mì""]"
fd_wowk6ony5CX3,Orzeszki ziemne w miodzie,"[""fistaszki w miodzie"", ""orzeszki miodowe"", ""orzechy ziemne prażone w miodzie""]"
fd_wp8qwZpnE3We,Lody mochi,"[""mochi z lodami"", ""japońskie lody w ciastku ryżowym"", ""kulki mochi""]"
fd_wpPvjeaG2bRE,Svíčková,"[""czeska wołowina w sosie śmietanowym"", ""polędwica po czesku""]"
fd_wpdYQt0lg1OT,Rambai,"[""owoc rambai"", ""winogrono birmańskie""]"
fd_wpneM2EHDk7C,"Ravioli, mrożone","[""ravioli"", ""pierożki ravioli"", ""mrożone pierożki włoskie""]"
fd_wpoXZGovSU9D,Lasagne z owocami morza,"[""lasagne z rybą"", ""lasagne owoce morza"", ""lazania z owocami morza""]"
fd_wprkF84dL1Vo,Hot toddy,"[""grzane whisky"", ""whisky z miodem i cytryną"", ""gorący drink z whisky""]"
fd_wq4qwAUmtFi2,Biszkopt,"[""ciasto biszkoptowe"", ""blat biszkoptowy"", ""biszkopt klasyczny""]"
fd_wqJ10N7PbStH,"Comber z królika, surowy","[""comber króliczy"", ""królik comber"", ""polędwica z królika""]"
fd_wqaPQu9vx7Fd,Carpaccio z wołowiny,"[""carpaccio"", ""surowa wołowina w plastrach"", ""carpaccio wołowe""]"
fd_wrSnHO8H8Elg,Île flottante,"[""pływająca wyspa"", ""beza na sosie waniliowym"", ""oeufs a la neige""]"
fd_wrqtahSrZMyA,Pho z owocami morza,"[""pho"", ""wietnamska zupa z owocami morza"", ""zupa pho z krewetkami""]"
fd_wsLi2Gsx0aZn,Manakish z mięsem,"[""lahm bi ajin"", ""libański placek z mięsem"", ""manakisz mięsny""]"
fd_wtrfKQcgI9pq,Markouk,"[""chlebek markouk"", ""cienki placek syryjski"", ""podpłomyk markouk""]"
fd_wu62W1mvuEiJ,Café de olla,"[""kawa meksykańska"", ""kawa z cynamonem"", ""kawa korzenna""]"
fd_wuBqmGOmhri8,Makrela gotowana na parze,"[""makrela na parze"", ""makrela gotowana"", ""ryba na parze""]"
fd_wvayTqTG1fPf,Bajgiel czosnkowy,"[""bajgiel z czosnkiem"", ""obwarzanek czosnkowy"", ""bajgle czosnkowe""]"
fd_wvrOdjf7d80c,Bamya,"[""gulasz z okry"", ""okra w sosie pomidorowym"", ""bamia""]"
fd_wwHdfMwzn2U4,Jicama,"[""kłębian kątowaty"", ""meksykańska rzepa"", ""bulwa jicama""]"
fd_wwae5feDEXcd,Gari (eba),"[""eba"", ""garri"", ""maniok gari"", ""ciasto z manioku""]"
fd_wx3uDKLilRJk,Udon z tempurą,"[""zupa udon z tempurą"", ""makaron udon z tempurą"", ""udon""]"
fd_wxQ2BT7Gk4sN,Figi z puszki,"[""figi w syropie"", ""figi konserwowe"", ""figi w zalewie""]"
fd_wxefgjMyLU9S,Sos sojowy,"[""sojowy"", ""shoyu"", ""sos sojowy jasny""]"
fd_wxzOnAmHt6GX,"Frytki z batatów, mrożone","[""mrożone frytki z batata"", ""frytki batatowe"", ""bataty frytki""]"
fd_wy5K277mc4Rw,Sardynki w oleju z puszki,"[""sardynki w oleju"", ""sardynki konserwowe"", ""konserwa z sardynek""]"
fd_wyDaZg8LRTdJ,Bisque z owoców morza,"[""zupa krem z owoców morza"", ""kremowa zupa z owoców morza"", ""bisque""]"
fd_wzDdvBdoBq9R,Sałatka ormiańska z ogórków,"[""sałatka z ogórków"", ""ogórki z oliwą i cytryną"", ""sałatka ogórkowa""]"
fd_x0J6ImENtqaE,Plăcintă,"[""rumuński placek z serem"", ""placek rumuński""]"
fd_x1BtnsV7VAC2,Suszone jabłka Granny Smith,"[""jabłka suszone"", ""susz jabłkowy"", ""chipsy jabłkowe""]"
fd_x1Rp5Mi9q8c6,Wafelki pełnoziarniste,"[""wafle pełnoziarniste"", ""ciastka waflowe pełnoziarniste"", ""wafelek razowy""]"
fd_x2nMzQ8ODEGz,Danie gotowe w stylu azjatyckim,"[""mrożone danie azjatyckie"", ""gotowy obiad azjatycki"", ""danie mrożone""]"
fd_x3UgG47SYcBV,"Plamiak, surowy","[""łupacz"", ""dorsz plamiak"", ""plamiak surowy""]"
fd_x5TQHxczdxGW,Bułeczka serowa,"[""biszkopt serowy"", ""bułka z serem"", ""pieczywo serowe""]"
fd_x5dt6SlG8DPZ,Popcorn do mikrofalówki maślany light,"[""popcorn maślany light"", ""prażona kukurydza maślana light"", ""popcorn mikrofalowy""]"
fd_x5xQ4XPV2Ufi,Krakersy sezamowe,"[""krakersy z sezamem"", ""pieczywo chrupkie z sezamem"", ""ciasteczka sezamowe słone""]"
fd_x6pyOE5vzdJa,Pieczarki brązowe,"[""pieczarki cremini"", ""pieczarki kasztanowe"", ""pieczarka brunatna""]"
fd_x75IDh11C7CA,Feta z mleka krowiego,"[""ser feta krowi"", ""feta krowia"", ""ser typu feta""]"
fd_x7wsrQnepowr,"Dynia buttercup, mrożona","[""dynia mrożona"", ""mrożona dynia"", ""dynia zimowa""]"
fd_x8RckYsTIn7P,Cukierki czekoladowe z nadzieniem kremowym,"[""praliny z kremem"", ""czekoladki z nadzieniem"", ""cukierki z kremem""]"
fd_x8ifi9uLFual,"Masło, ubijane","[""masło puszyste"", ""masło do smarowania"", ""masło napowietrzane""]"
fd_x8jf5tR4UZ1R,"Dorsz, surowy","[""surowy dorsz"", ""świeży dorsz"", ""ryba dorsz""]"
fd_x9KBoMg4q2D6,Galaretka aiyu,"[""aiyu"", ""tajwańska galaretka figowa"", ""galaretka z figi""]"
fd_x9fZbbcCaFYI,Wino Tempranillo,"[""tempranillo"", ""wino czerwone tempranillo"", ""czerwone wino hiszpańskie""]"
fd_xA92sxTBc5dP,Ryż na mleku,"[""pudding ryżowy"", ""ryż z mlekiem"", ""deser ryżowy""]"
fd_xB61BFbQ3Qpx,Ciastko cytrynowe,"[""kostka cytrynowa""]"
fd_xBLky4zje47R,Siemię lniane,"[""nasiona lnu"", ""len"", ""ziarna lnu""]"
fd_xBbDlPXxrFb7,Krakersy z pełnego ziarna pszenicy,"[""krakersy pszenne razowe"", ""krakersy pełnoziarniste pszenne"", ""pieczywo chrupkie razowe""]"
fd_xBbq9MndnsEV,Bekon wołowy,"[""boczek wołowy"", ""wołowe płatki bekonowe""]"
fd_xCN4vSJP0t1G,Kanapka z jajkiem i papryką,"[""kanapka z jajecznicą i papryką"", ""jajecznica z papryką w bułce"", ""kanapka jajeczna""]"
fd_xClwlQqIfPkg,Mąka z niebieskiej kukurydzy,"[""niebieska mąka kukurydziana"", ""mąka kukurydziana niebieska""]"
fd_xDJWTtriZN20,Atkilt wat,"[""etiopski gulasz warzywny"", ""atkilt"", ""duszone warzywa po etiopsku""]"
fd_xFTsGxnJHivv,Courtbouillon z suma,"[""sum w sosie pomidorowym"", ""kreolski gulasz z suma"", ""courtbouillon""]"
fd_xFbQ7c5RVFi4,"Kukurydza w ziarnach, mrożona","[""mrożona kukurydza"", ""kukurydza z mrożonki"", ""ziarna kukurydzy mrożone""]"
fd_xGHz7ezw0MJY,Tahini surowe,"[""pasta sezamowa surowa"", ""tahina surowa"", ""pasta z sezamu""]"
fd_xGVFOQ68Depg,Śliwka żółta,"[""mirabelka"", ""śliwki mirabelki"", ""żółte śliwki""]"
fd_xGjnYbyo20qr,"Makrela atlantycka, surowa","[""makrela"", ""surowa makrela"", ""świeża makrela""]"
fd_xGunLZVFRhFn,"Filet z halibuta, surowy, mrożony","[""halibut mrożony"", ""filet z halibuta"", ""halibut surowy""]"
